username,timestamp,cpu,boot_time,ram,ram_total,disco,disco_total
FMC-DE2,2026-09-08 23:11:53,14.7,35983.13713526726,86.1,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:12:03,13.7,35993.138283252716,84.9,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:12:13,34.1,36003.13926553726,84.8,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:12:23,36.9,36013.14049363136,86.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:12:33,37.6,36023.141743421555,87.1,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:12:43,36.5,36033.14272689819,86.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:12:53,42.7,36043.14378833771,87.9,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:13:03,36.4,36053.144874334335,84.4,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:13:13,33.3,36063.14594697952,81.8,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:13:23,33.8,36073.146976709366,75.8,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:13:33,29.3,36083.148240566254,75.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:13:43,28.2,36093.14921951294,74.3,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:13:53,28.8,36103.15022277832,75.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:14:03,27.0,36113.15117239952,74.0,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:14:13,10.7,36123.15213537216,74.0,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:14:23,10.3,36133.15327525139,74.0,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:14:33,10.4,36143.15442609787,74.3,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:14:43,9.4,36153.15553474426,74.1,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:14:53,9.5,36163.15664124489,74.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:15:03,12.7,36173.15765595436,74.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:15:13,14.7,36183.160494327545,75.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:15:23,17.6,36193.16160655022,77.5,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:15:33,17.1,36203.16288733482,78.1,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:15:43,10.8,36213.16422176361,75.4,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:15:53,10.0,36223.16759777069,75.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:16:03,15.5,36233.17027759552,75.5,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:16:13,8.6,36243.17137336731,75.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:16:23,10.1,36253.17251825333,76.1,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:16:33,13.4,36263.17367196083,76.9,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:16:43,9.6,36273.17484211922,77.0,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:16:53,11.0,36283.17595887184,75.9,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:17:03,11.5,36293.17724490166,77.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:17:13,11.7,36303.179263591766,77.5,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:17:23,11.3,36313.181891441345,77.4,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:17:33,10.6,36323.184626579285,77.3,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:17:43,11.3,36333.18583869934,77.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:17:53,10.3,36343.18850636482,77.5,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:18:03,11.7,36353.191421985626,79.0,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:18:13,11.6,36363.192521333694,78.6,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:18:23,14.9,36373.193566799164,78.6,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:18:33,13.4,36383.19642162323,78.6,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:18:43,9.6,36393.19755244255,78.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:18:53,15.4,36403.19902420044,77.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:19:03,21.4,36413.20160651207,80.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:19:13,32.4,36423.20279216766,86.8,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:19:23,20.3,36433.20385026932,84.6,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:19:33,20.9,36443.204910993576,76.2,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:19:43,26.9,36453.205936193466,79.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:19:53,17.1,36463.2071146965,79.7,5505355776,34.5,97829425152
FMC-DE2,2026-09-08 23:20:03,13.5,36473.208225011826,78.7,5505355776,34.5,97829425152
