username,timestamp,cpu,boot_time,ram,ram_total,disco,disco_total
FMC-DE1,2026-09-08 22:57:42,11.4,35132.99214363098,87.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:57:52,15.6,35142.99338054657,87.1,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:58:03,30.3,35153.01372742653,69.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:58:13,22.8,35163.02900648117,73.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:58:23,24.6,35173.030126810074,70.8,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:58:33,29.0,35183.03300356865,75.4,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:58:43,16.5,35193.034427404404,74.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:58:53,15.4,35203.035504341125,76.3,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:59:03,27.3,35213.0550403595,80.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:59:13,31.7,35223.06939768791,79.6,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:59:23,19.1,35233.07016158104,77.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:59:33,34.9,35243.07299256325,75.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:59:43,22.8,35253.0740544796,75.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 22:59:53,22.9,35263.07510137558,73.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:00:03,20.3,35273.076379299164,74.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:00:13,12.9,35283.077412605286,74.5,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:00:23,12.9,35293.07867074013,74.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:00:33,13.3,35303.08001422882,76.0,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:00:43,11.2,35313.08110165596,75.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:00:53,12.6,35323.08370947838,75.3,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:01:03,12.7,35333.08478689194,76.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:01:13,12.9,35343.08574175835,77.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:01:23,12.6,35353.08718132973,77.3,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:01:33,21.3,35363.08833503723,84.4,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:01:43,35.1,35373.09515452385,85.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:01:53,25.8,35383.0995452404,85.1,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:02:03,18.6,35393.100801467896,85.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:02:13,25.1,35403.10166597366,86.1,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:02:23,20.1,35413.10286283493,84.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:02:33,17.7,35423.104056596756,83.1,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:02:43,16.1,35433.105142354965,83.6,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:02:53,19.7,35443.1061873436,83.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:03:03,24.0,35453.10716962814,87.7,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:03:13,23.1,35463.111305475235,89.4,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:03:23,22.3,35473.11501073837,88.9,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:03:33,16.4,35483.1160838604,89.6,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:03:43,21.4,35493.117270708084,88.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:03:53,14.3,35503.11834359169,80.6,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:04:03,29.6,35513.119169950485,88.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:04:13,23.9,35523.120275974274,88.1,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:04:23,21.3,35533.122015953064,88.5,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:04:33,14.1,35543.12331390381,88.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:04:43,16.4,35553.12564325333,89.0,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:04:53,14.2,35563.12799453735,89.3,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:05:03,11.1,35573.12932538986,89.5,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:05:13,15.4,35583.130536556244,90.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:05:23,16.1,35593.1316652298,90.3,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:05:33,12.8,35603.132492780685,90.2,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:05:43,12.7,35613.133482933044,89.8,5505355776,34.5,97829425152
FMC-DE1,2026-09-08 23:05:53,11.5,35623.13433885574,90.3,5505355776,34.5,97829425152
